Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2tCO2,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,hour,minute,day_of_week_num,is_weekend,energy_per_co2,shift,hour_sin,hour_cos,day_sin,day_cos,load_Light_Load,load_Maximum_Load,load_Medium_Load,load_ordinal,total_reactive_power,pf_deviation_from_ideal,energy_lag_1,reactive_lag_1,energy_lag_4,reactive_lag_4,energy_lag_96,reactive_lag_96,energy_rmean_4,energy_rstd_4
69.84,27.32,0.04,0.03,93.13,100.0,63000,Weekday,Tuesday,Medium_Load,17,30,1,0,2327.9224025865806,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,False,False,True,1,27.36,6.8700000000000045,66.71,26.75,64.19,24.19,55.26,17.5,69.0125,2.0754336896213292
32.76,0.36,7.7,0.02,99.99,97.35,63900,Weekday,Tuesday,Medium_Load,17,45,1,0,1637.9181040947951,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,False,False,True,1,8.06,0.010000000000005116,69.84,27.32,68.04,27.97,50.83,12.78,60.1925,18.394298709111137
30.02,0.0,9.65,0.01,100.0,95.2,64800,Weekday,Tuesday,Medium_Load,18,0,1,0,3001.6998300169985,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,False,True,1,9.65,0.0,32.76,0.36,71.46,31.03,41.44,3.78,49.8325,21.363172946295503
50.98,23.54,0.68,0.02,90.79,99.99,65700,Weekday,Tuesday,Medium_Load,18,15,1,0,2548.872556372181,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,False,True,1,24.22,9.209999999999994,30.02,0.0,66.71,26.75,29.38,0.0,45.900000000000006,18.473079512270335
80.64,46.76,0.0,0.04,86.51,100.0,66600,Weekday,Tuesday,Medium_Load,18,30,1,0,2015.9496012599684,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,False,True,1,46.76,13.489999999999995,50.98,23.54,69.84,27.32,30.89,0.0,48.60000000000001,23.297696595729466
66.71,23.94,0.0,0.03,94.12,100.0,67500,Weekday,Tuesday,Medium_Load,18,45,1,0,2223.5925469151025,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,False,True,1,23.94,5.8799999999999955,80.64,46.76,32.76,0.36,32.29,9.58,57.087500000000006,21.73525458021303
83.81,30.96,0.0,0.04,93.8,100.0,68400,Weekday,Tuesday,Medium_Load,19,0,1,0,2095.1976200594986,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,False,False,True,1,30.96,6.200000000000003,66.71,23.94,30.02,0.0,41.62,18.58,70.535,15.004058339885349
52.16,17.03,0.0,0.02,95.06,100.0,69300,Weekday,Tuesday,Medium_Load,19,15,1,0,2607.8696065196737,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,False,False,True,1,17.03,4.939999999999998,83.81,30.96,50.98,23.54,43.31,6.48,70.83000000000001,14.494364422078558
43.56,8.86,0.0,0.02,97.99,100.0,70200,Weekday,Tuesday,Medium_Load,19,30,1,0,2177.8911054447276,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,False,False,True,1,8.86,2.010000000000005,52.16,17.03,80.64,46.76,39.92,0.86,61.56000000000001,17.64412083386443
57.1,14.0,0.0,0.03,97.12,100.0,71100,Weekday,Tuesday,Medium_Load,19,45,1,0,1903.2698910036333,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,False,False,True,1,14.0,2.8799999999999955,43.56,8.86,66.71,23.94,44.68,4.86,59.157500000000006,17.361125875549476
47.34,13.97,0.0,0.02,95.91,100.0,72000,Weekday,Tuesday,Medium_Load,20,0,1,0,2366.881655917204,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,True,1,13.97,4.090000000000003,57.1,14.0,83.81,30.96,43.85,3.1,50.040000000000006,5.877028727738686
86.26,28.69,0.0,0.04,94.89,100.0,72900,Weekday,Tuesday,Medium_Load,20,15,1,0,2156.446088847779,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,True,1,28.69,5.109999999999999,47.34,13.97,52.16,17.03,40.75,0.83,58.56500000000001,19.324508618159992
85.97,32.65,0.0,0.04,93.49,100.0,73800,Weekday,Tuesday,Medium_Load,20,30,1,0,2149.1962700932477,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,True,1,32.65,6.510000000000005,86.26,28.69,43.56,8.86,42.98,1.62,69.16750000000002,19.97116150019027
63.83,11.16,0.25,0.03,98.51,100.0,74700,Weekday,Tuesday,Medium_Load,20,45,1,0,2127.59574680844,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,True,1,11.41,1.4899999999999949,85.97,32.65,57.1,14.0,40.46,0.97,70.85000000000001,18.86869541507
57.49,10.01,4.57,0.03,98.52,99.69,75600,Weekday,Tuesday,Medium_Load,21,0,1,0,1916.2694576847439,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,False,False,True,1,14.58,1.480000000000004,63.83,11.16,47.34,13.97,41.22,1.12,73.38750000000002,14.923101498460445
7.6,0.0,24.8,0.0,100.0,29.3,76500,Weekday,Tuesday,Medium_Load,21,15,1,0,7600000.0,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,False,False,True,1,24.8,0.0,57.49,10.01,86.26,28.69,40.57,0.72,53.722500000000004,33.08343933652206
5.26,0.0,26.53,0.0,100.0,19.45,77400,Weekday,Tuesday,Medium_Load,21,30,1,0,5260000.0,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,False,False,True,1,26.53,0.0,7.6,0.0,85.97,32.65,17.17,0.07,33.54500000000001,31.431027663759018
5.15,0.0,26.5,0.0,100.0,19.08,78300,Weekday,Tuesday,Medium_Load,21,45,1,0,5150000.000000001,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,False,False,True,1,26.5,0.0,5.26,0.0,63.83,11.16,5.4,0.0,18.875000000000007,25.76811789789802
4.61,0.0,26.28,0.0,100.0,17.28,79200,Weekday,Tuesday,Medium_Load,22,0,1,0,4610000.000000001,2,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,False,False,True,1,26.28,0.0,5.15,0.0,57.49,10.01,5.4,0.0,5.655000000000007,1.3274160362501832
3.92,1.4,14.4,0.0,94.17,26.27,80100,Weekday,Tuesday,Medium_Load,22,15,1,0,3920000.0,2,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,False,False,True,1,15.8,5.829999999999998,4.61,0.0,7.6,0.0,5.4,0.0,4.735000000000007,0.6131068422061735
3.74,3.82,0.0,0.0,69.96,100.0,81000,Weekday,Tuesday,Medium_Load,22,30,1,0,3740000.0000000005,2,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,False,False,True,1,3.82,30.040000000000006,3.92,1.4,5.26,0.0,5.0,0.0,4.3550000000000075,0.649230313494138
3.74,3.67,0.0,0.0,71.38,100.0,81900,Weekday,Tuesday,Medium_Load,22,45,1,0,3740000.0000000005,2,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,False,False,True,1,3.67,28.620000000000005,3.74,3.82,5.15,0.0,4.07,1.51,4.0025000000000075,0.41379342667494284
3.64,3.64,0.0,0.0,70.71,100.0,82800,Weekday,Tuesday,Medium_Load,23,0,1,0,3640000.0000000005,2,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,False,False,True,1,3.64,29.290000000000006,3.74,3.67,4.61,0.0,3.82,4.07,3.7600000000000073,0.11661903772189638
3.6,3.53,0.0,0.0,71.4,100.0,83700,Weekday,Tuesday,Light_Load,23,15,1,0,3600000.0000000005,2,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,True,False,False,0,3.53,28.599999999999994,3.64,3.64,3.92,1.4,3.82,4.07,3.6800000000000077,0.0711805213929939
3.6,3.56,0.0,0.0,71.1,100.0,84600,Weekday,Tuesday,Light_Load,23,30,1,0,3600000.0000000005,2,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,True,False,False,0,3.56,28.900000000000006,3.6,3.53,3.74,3.82,3.78,4.07,3.645000000000007,0.06608075836238653
3.6,3.42,0.0,0.0,72.5,100.0,85500,Weekday,Tuesday,Light_Load,23,45,1,0,3600000.0000000005,2,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,True,False,False,0,3.42,27.5,3.6,3.56,3.74,3.67,3.71,3.6,3.610000000000007,0.019999998976277297
3.6,3.13,0.0,0.0,75.47,100.0,0,Weekday,Tuesday,Light_Load,0,0,1,0,3600000.0000000005,2,0.0,1.0,0.7818314824680298,0.6234898018587336,True,False,False,0,3.13,24.53,3.6,3.42,3.64,3.64,3.78,3.56,3.6,0.0
3.56,3.24,0.0,0.0,73.96,100.0,900,Weekday,Wednesday,Light_Load,0,15,2,0,3560000.0,2,0.0,1.0,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.24,26.040000000000006,3.6,3.13,3.6,3.53,3.78,3.78,3.5900000000000074,0.019999998975843494
3.64,3.53,0.0,0.0,71.79,100.0,1800,Weekday,Wednesday,Light_Load,0,30,2,0,3640000.0000000005,2,0.0,1.0,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.53,28.209999999999994,3.56,3.24,3.6,3.56,3.78,4.0,3.600000000000007,0.032659862610076716
3.6,3.24,0.0,0.0,74.33,100.0,3600,Weekday,Wednesday,Light_Load,1,0,2,0,3600000.0000000005,2,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.24,25.67,3.64,3.53,3.6,3.42,3.78,3.92,3.600000000000007,0.032659862610076716
3.64,3.1,0.0,0.0,76.13,100.0,4500,Weekday,Wednesday,Light_Load,1,15,2,0,3640000.0000000005,2,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.1,23.870000000000005,3.6,3.24,3.6,3.13,3.82,4.25,3.6100000000000074,0.038297083775631846
3.6,3.2,0.0,0.0,74.74,100.0,5400,Weekday,Wednesday,Light_Load,1,30,2,0,3600000.0000000005,2,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.2,25.260000000000005,3.64,3.1,3.56,3.24,3.89,4.14,3.620000000000007,0.023094009881203078
3.6,3.31,0.0,0.0,73.61,100.0,6300,Weekday,Wednesday,Light_Load,1,45,2,0,3600000.0000000005,2,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.31,26.39,3.6,3.2,3.64,3.53,3.82,4.36,3.610000000000007,0.019999998976277494
3.2,3.38,0.0,0.0,68.75,100.0,7200,Weekday,Wednesday,Light_Load,2,0,2,0,3200000.0000000005,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.38,31.25,3.6,3.31,3.6,3.24,3.82,4.28,3.5100000000000073,0.2075250987847759
3.02,3.2,0.0,0.0,68.64,100.0,8100,Weekday,Wednesday,Light_Load,2,15,2,0,3020000.0,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.2,31.36,3.2,3.38,3.64,3.1,3.24,4.46,3.355000000000007,0.29228981044874475
3.24,3.71,0.0,0.0,65.78,100.0,9000,Weekday,Wednesday,Light_Load,2,30,2,0,3240000.0000000005,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.71,34.22,3.02,3.2,3.6,3.2,3.2,4.57,3.2650000000000072,0.24296776183700788
3.67,4.0,0.0,0.0,67.61,100.0,9900,Weekday,Wednesday,Light_Load,2,45,2,0,3670000.0,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,True,False,False,0,4.0,32.39,3.24,3.71,3.6,3.31,3.28,4.57,3.2825000000000073,0.2754844217472804
3.13,3.53,0.0,0.0,66.34,100.0,10800,Weekday,Wednesday,Light_Load,3,0,2,0,3130000.0,2,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.53,33.66,3.67,4.0,3.2,3.38,3.64,4.64,3.265000000000007,0.28454642261925955
3.06,3.56,0.0,0.0,65.18,100.0,11700,Weekday,Wednesday,Light_Load,3,15,2,0,3060000.0,2,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.56,34.81999999999999,3.13,3.53,3.02,3.2,3.71,4.79,3.275000000000007,0.27355681912921415
3.02,3.38,0.0,0.0,66.63,100.0,12600,Weekday,Wednesday,Light_Load,3,30,2,0,3020000.0,2,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.38,33.370000000000005,3.06,3.56,3.24,3.71,3.2,4.39,3.220000000000007,0.3034248945379715
3.02,3.38,0.0,0.0,66.63,100.0,13500,Weekday,Wednesday,Light_Load,3,45,2,0,3020000.0,2,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.38,33.370000000000005,3.02,3.38,3.67,4.0,3.2,4.36,3.057500000000007,0.05188127432164679
3.1,3.35,0.0,0.0,67.92,100.0,14400,Weekday,Wednesday,Light_Load,4,0,2,0,3100000.0,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.35,32.08,3.02,3.38,3.13,3.53,3.42,4.79,3.0500000000000074,0.03829708376928269
3.06,3.35,0.0,0.0,67.44,100.0,15300,Weekday,Wednesday,Light_Load,4,15,2,0,3060000.0,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.35,32.56,3.1,3.35,3.06,3.56,3.24,4.25,3.0500000000000074,0.03829708376928269
3.02,3.35,0.0,0.0,66.96,100.0,16200,Weekday,Wednesday,Light_Load,4,30,2,0,3020000.0,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.35,33.040000000000006,3.06,3.35,3.02,3.38,3.2,4.36,3.050000000000007,0.03829708376928269
3.06,3.71,0.0,0.0,63.63,100.0,17100,Weekday,Wednesday,Light_Load,4,45,2,0,3060000.0,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.71,36.37,3.02,3.35,3.02,3.38,3.2,4.28,3.060000000000007,0.03265986260289747
3.1,3.6,0.0,0.0,65.25,100.0,18000,Weekday,Wednesday,Light_Load,5,0,2,0,3100000.0,2,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.6,34.75,3.06,3.71,3.1,3.35,3.35,3.82,3.060000000000007,0.03265986260289747
3.17,3.78,0.0,0.0,64.26,100.0,18900,Weekday,Wednesday,Light_Load,5,15,2,0,3170000.0,2,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.78,35.739999999999995,3.1,3.6,3.06,3.35,3.6,3.64,3.087500000000007,0.0639661365510221
3.31,3.92,0.0,0.0,64.52,100.0,19800,Weekday,Wednesday,Light_Load,5,30,2,0,3310000.0,2,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.92,35.480000000000004,3.17,3.78,3.02,3.35,3.2,3.82,3.1600000000000072,0.10984838016705999
3.71,4.03,0.0,0.0,67.73,100.0,20700,Weekday,Wednesday,Light_Load,5,45,2,0,3710000.0,2,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,True,False,False,0,4.03,32.269999999999996,3.31,3.92,3.06,3.71,3.17,4.0,3.322500000000007,0.27268724446173603
3.13,4.14,0.0,0.0,60.31,100.0,21600,Weekday,Wednesday,Light_Load,6,0,2,0,3130000.0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,True,False,False,0,4.14,39.69,3.71,4.03,3.1,3.6,3.17,4.03,3.330000000000007,0.26482698746944416
3.1,4.1,0.0,0.0,60.31,100.0,22500,Weekday,Wednesday,Light_Load,6,15,2,0,3100000.0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,True,False,False,0,4.1,39.69,3.13,4.14,3.17,3.78,3.2,4.39,3.312500000000007,0.2807579027539432
3.1,4.1,0.0,0.0,60.31,100.0,23400,Weekday,Wednesday,Light_Load,6,30,2,0,3100000.0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,True,False,False,0,4.1,39.69,3.1,4.1,3.31,3.92,3.2,4.5,3.260000000000007,0.30033314828494556
3.31,4.18,0.0,0.0,62.08,100.0,24300,Weekday,Wednesday,Light_Load,6,45,2,0,3310000.0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,True,False,False,0,4.18,37.92,3.1,4.1,3.71,4.03,3.2,4.54,3.1600000000000072,0.10099504917895984
3.67,4.57,0.0,0.0,62.62,100.0,25200,Weekday,Wednesday,Light_Load,7,0,2,0,3670000.0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,True,False,False,0,4.57,37.38,3.31,4.18,3.13,4.14,3.46,4.0,3.295000000000007,0.2688865931183208
3.2,4.03,0.0,0.0,62.18,100.0,26100,Weekday,Wednesday,Light_Load,7,15,2,0,3200000.0000000005,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,True,False,False,0,4.03,37.82,3.67,4.57,3.1,4.1,3.46,3.89,3.3200000000000074,0.24859605781025382
3.46,3.78,0.0,0.0,67.52,100.0,27000,Weekday,Wednesday,Light_Load,7,30,2,0,3460000.0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.78,32.480000000000004,3.2,4.03,3.1,4.1,3.46,3.46,3.4100000000000072,0.20346989939270388
3.74,3.71,0.0,0.0,70.99,100.0,27900,Weekday,Wednesday,Light_Load,7,45,2,0,3740000.0000000005,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,True,False,False,0,3.71,29.010000000000005,3.46,3.78,3.31,4.18,4.43,4.72,3.517500000000007,0.2428133713210695
4.57,4.5,0.0,0.0,71.25,100.0,28800,Weekday,Wednesday,Light_Load,8,0,2,0,4570000.000000001,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,True,False,False,0,4.5,28.75,3.74,3.71,3.67,4.57,4.61,4.82,3.7425000000000073,0.5941029652278288
57.35,43.74,0.0,0.03,79.51,100.0,29700,Weekday,Wednesday,Light_Load,8,15,2,0,1911.6029465684478,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,True,False,False,0,43.74,20.489999999999995,4.57,4.5,3.2,4.03,5.76,4.97,17.28000000000001,26.717491149681408
103.21,67.0,0.0,0.05,83.88,100.0,30600,Weekday,Wednesday,Light_Load,8,30,2,0,2064.1587168256633,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,True,False,False,0,67.0,16.120000000000005,57.35,43.74,3.46,3.78,37.15,28.91,42.2175,47.773527798701714
91.84,69.37,0.0,0.04,79.8,100.0,31500,Weekday,Wednesday,Light_Load,8,45,2,0,2295.942601434964,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,True,False,False,0,69.37,20.200000000000003,103.21,67.0,3.74,3.71,47.05,37.66,64.2425,44.303505786788605
85.82,41.33,0.0,0.04,90.1,100.0,32400,Weekday,Wednesday,Light_Load,9,0,2,0,2145.446363840904,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,True,False,False,0,41.33,9.900000000000006,91.84,69.37,4.57,4.5,55.15,51.3,84.555,19.51744945768692
60.52,23.04,0.0,0.03,93.46,100.0,33300,Weekday,Wednesday,Medium_Load,9,15,2,0,2017.2660911302958,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,False,False,True,1,23.04,6.540000000000006,85.82,41.33,57.35,43.74,47.09,13.79,85.3475,18.054080563685062
113.29,52.96,0.0,0.05,90.59,100.0,34200,Weekday,Wednesday,Medium_Load,9,30,2,0,2265.754684906302,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,False,False,True,1,52.96,9.409999999999997,60.52,23.04,103.21,67.0,49.43,8.96,87.8675,21.711458380312298
53.64,34.02,0.0,0.02,84.45,100.0,35100,Weekday,Wednesday,Medium_Load,9,45,2,0,2681.8659067046647,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,False,False,True,1,34.02,15.549999999999997,113.29,52.96,91.84,69.37,53.5,11.74,78.3175,27.111456834089363
63.14,47.95,0.0,0.03,79.64,100.0,36000,Weekday,Wednesday,Medium_Load,10,0,2,0,2104.596513449552,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,False,False,True,1,47.95,20.36,53.64,34.02,85.82,41.33,58.54,17.5,72.64750000000001,27.389576332369323
61.52,48.13,0.0,0.03,78.76,100.0,36900,Weekday,Wednesday,Maximum_Load,10,15,2,0,2050.598313389554,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,False,True,False,2,48.13,21.239999999999995,63.14,47.95,60.52,23.04,58.82,18.9,72.89750000000001,27.24617205529404
49.54,22.14,0.0,0.02,91.3,100.0,37800,Weekday,Wednesday,Maximum_Load,10,30,2,0,2476.87615619219,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,False,True,False,2,22.14,8.700000000000003,61.52,48.13,113.29,52.96,48.35,9.04,56.96000000000001,6.456645155703614
49.25,18.5,0.0,0.02,93.61,100.0,38700,Weekday,Wednesday,Maximum_Load,10,45,2,0,2462.376881155942,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,False,True,False,2,18.5,6.390000000000001,49.54,22.14,53.64,34.02,49.28,9.25,55.86250000000001,7.498188114471606
106.56,51.55,0.0,0.05,90.02,100.0,39600,Weekday,Wednesday,Maximum_Load,11,0,2,0,2131.1573768524627,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,False,True,False,2,51.55,9.980000000000004,49.25,18.5,63.14,47.95,47.27,8.32,66.7175,27.16995199971248
78.08,49.03,0.0,0.04,84.69,100.0,40500,Weekday,Wednesday,Maximum_Load,11,15,2,0,1951.9512012199693,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,False,True,False,2,49.03,15.310000000000002,106.56,51.55,61.52,48.13,48.49,8.82,70.8575,27.374884322434752
80.96,49.14,0.0,0.04,85.49,100.0,41400,Weekday,Wednesday,Maximum_Load,11,30,2,0,2023.9494012649682,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,False,True,False,2,49.14,14.510000000000005,78.08,49.03,49.54,22.14,58.93,32.15,78.7125,23.444782468601083
43.7,30.2,0.0,0.02,82.27,100.0,42300,Weekday,Wednesday,Maximum_Load,11,45,2,0,2184.890755462227,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,False,True,False,2,30.2,17.730000000000004,80.96,49.14,49.25,18.5,60.05,34.7,77.325,25.81413759938579
39.38,25.49,0.0,0.02,83.95,100.0,43200,Weekday,Wednesday,Maximum_Load,12,0,2,0,1968.9015549222538,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,False,True,False,2,25.49,16.049999999999997,43.7,30.2,106.56,51.55,61.6,35.57,60.53000000000001,22.029970494760246
10.19,3.38,19.01,0.0,94.91,47.24,44100,Weekday,Wednesday,Medium_Load,12,15,2,0,10190000.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,False,False,True,1,22.39,5.090000000000003,39.38,25.49,78.08,49.03,55.69,32.83,43.557500000000005,29.039105099847525
4.68,0.0,26.75,0.0,100.0,17.23,45000,Weekday,Wednesday,Medium_Load,12,30,2,0,4680000.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,False,False,True,1,26.75,0.0,10.19,3.38,80.96,49.14,9.76,1.98,24.487500000000008,19.896919987776304
4.64,0.0,25.74,0.0,100.0,17.74,45900,Weekday,Wednesday,Medium_Load,12,45,2,0,4640000.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,False,False,True,1,25.74,0.0,4.68,0.0,43.7,30.2,4.68,0.0,14.722500000000007,16.64376234509381
4.0,0.0,17.21,0.0,100.0,22.64,46800,Weekday,Wednesday,Medium_Load,13,0,2,0,4000000.0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,False,False,True,1,17.21,0.0,4.64,0.0,39.38,25.49,5.15,0.0,5.877500000000007,2.891831887683061
23.9,4.54,8.06,0.01,98.24,94.76,47700,Weekday,Wednesday,Maximum_Load,13,15,2,0,2389.7610238976104,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,False,True,False,2,12.600000000000001,1.7600000000000051,4.0,0.0,10.19,3.38,4.79,0.0,9.305000000000007,9.734986731712782
72.0,38.05,0.0,0.03,88.41,100.0,48600,Weekday,Wednesday,Maximum_Load,13,30,2,0,2399.9200026665776,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,False,True,False,2,38.05,11.590000000000003,23.9,4.54,4.68,0.0,32.11,6.66,26.135000000000005,31.940500413528905
53.64,18.83,0.0,0.02,94.36,100.0,49500,Weekday,Wednesday,Maximum_Load,13,45,2,0,2681.8659067046647,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,False,True,False,2,18.83,5.640000000000001,72.0,38.05,4.64,0.0,58.9,32.33,38.385000000000005,30.303062001498333
79.99,42.77,0.0,0.04,88.19,100.0,50400,Weekday,Wednesday,Maximum_Load,14,0,2,0,1999.7000074998123,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,False,True,False,2,42.77,11.810000000000002,53.64,18.83,4.0,0.0,52.42,20.7,57.38250000000001,24.8988251061505
59.62,26.93,0.0,0.03,91.13,100.0,51300,Weekday,Wednesday,Maximum_Load,14,15,2,0,1987.2670910969634,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,False,True,False,2,26.93,8.870000000000005,79.99,42.77,23.9,4.54,55.51,28.04,66.3125,11.89962849560211
72.4,37.94,0.0,0.03,88.58,100.0,52200,Weekday,Wednesday,Maximum_Load,14,30,2,0,2413.252891570281,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,False,True,False,2,37.94,11.420000000000002,59.62,26.93,72.0,38.05,57.67,22.21,66.4125,11.96485791808714
55.58,26.93,0.0,0.03,89.99,100.0,53100,Weekday,Wednesday,Maximum_Load,14,45,2,0,1852.6049131695609,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,False,True,False,2,26.93,10.010000000000005,72.4,37.94,53.64,18.83,46.04,15.44,66.89750000000001,11.295115094589034
77.69,47.48,0.0,0.04,85.33,100.0,54000,Weekday,Wednesday,Maximum_Load,15,0,2,0,1942.2014449638757,1,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,False,True,False,2,47.48,14.670000000000002,55.58,26.93,79.99,42.77,42.12,11.41,66.3225,10.432016024400358
